"pair_id","year","make","model","trim_hyb","trim_ice","trim_key","trim_key_hyb","body_type_hyb","drive_type_hyb","drive_type_ice","truck_bed","package_hyb","package_ice","msrp_hyb","msrp_ice","hp_hyb","hp_ice","mpg_combined_hyb","mpg_combined_ice","curb_weight_hyb","curb_weight_ice"
378,2015,"Lincoln","MKZ","Hybrid","Base","base","basic","Sedan","front wheel drive","front wheel drive",,"","",35190,35190,188,231,40,26,3792,3719
379,2015,"Lincoln","MKZ","Black Label Hybrid","Black Label","black label","black label","Sedan","front wheel drive","front wheel drive",,"","",45555,45555,188,231,40,26,3792,3719
380,2016,"Lincoln","MKZ","Hybrid","Base","base","basic","Sedan","front wheel drive","front wheel drive",,"","",35190,35190,188,231,40,26,3792,3719
381,2016,"Lincoln","MKZ","Black Label Hybrid","Black Label","black label","black label","Sedan","front wheel drive","front wheel drive",,"","",45605,45605,188,231,40,26,3792,3719
382,2017,"Lincoln","MKZ","Hybrid Reserve","Reserve","reserve","reserve","Sedan","front wheel drive","front wheel drive",,"","",39670,39670,188,245,40,24,3871,3739
383,2017,"Lincoln","MKZ","Hybrid Select","Select","select","select","Sedan","front wheel drive","front wheel drive",,"","",36920,36920,188,245,40,24,3871,3739
384,2017,"Lincoln","MKZ","Hybrid Premiere","Premiere","premiere","premiere","Sedan","front wheel drive","front wheel drive",,"","",35170,35170,188,245,40,24,3871,3739
385,2017,"Lincoln","MKZ","Hybrid Black Label","Black Label","black label","black label","Sedan","front wheel drive","front wheel drive",,"","",47830,47830,188,245,40,24,3871,3739
386,2018,"Lincoln","MKZ","Hybrid Reserve","Reserve","reserve","reserve","Sedan","front wheel drive","front wheel drive",,"","",40170,40170,188,245,40,24,3871,3739
387,2018,"Lincoln","MKZ","Hybrid Premiere","Premiere","premiere","premiere","Sedan","front wheel drive","front wheel drive",,"","",35605,35605,188,245,40,24,3871,3739
388,2018,"Lincoln","MKZ","Hybrid Select","Select","select","select","Sedan","front wheel drive","front wheel drive",,"","",37355,37355,188,245,40,24,3871,3739
389,2018,"Lincoln","MKZ","Hybrid Black Label","Black Label","black label","black label","Sedan","front wheel drive","front wheel drive",,"","",47990,47990,188,245,40,24,3871,3739
390,2019,"Lincoln","MKZ","Hybrid","Base","base","basic","Sedan","front wheel drive","front wheel drive",,"","",35995,35995,188,245,40,24,3849,3749
391,2019,"Lincoln","MKZ","Hybrid Reserve I","Reserve I","reserve i","reserve i","Sedan","front wheel drive","front wheel drive",,"","",38995,38995,188,245,40,24,3849,3749
392,2019,"Lincoln","MKZ","Hybrid Reserve II","Reserve II","reserve ii","reserve ii","Sedan","front wheel drive","front wheel drive",,"","",44995,44995,188,245,40,24,3849,3749
393,2020,"Lincoln","MKZ","Hybrid Reserve","Reserve","reserve","reserve","Sedan","front wheel drive","front wheel drive",,"","",42500,42500,188,245,41,24,3849,3749
394,2025,"Mazda","CX-50","Hybrid Premium","2.5 S Premium","2 5 s premium","premium","SUV","all wheel drive","all wheel drive",,"","",37400,34200,219,187,38,28,4008,3741
395,2025,"Mazda","CX-50","Hybrid Preferred","2.5 S Preferred","2 5 s preferred","preferred","SUV","all wheel drive","all wheel drive",,"","",33970,31850,219,187,38,28,4008,3741
396,2026,"Mazda","CX-50","Hybrid Premium","2.5 S Premium","2 5 s premium","premium","SUV","all wheel drive","all wheel drive",,"","",38150,34900,219,187,38,26,4008,3741
397,2026,"Mazda","CX-50","Hybrid Preferred","2.5 S Preferred","2 5 s preferred","preferred","SUV","all wheel drive","all wheel drive",,"","",34750,32400,219,187,38,26,4008,3741
398,2013,"Mercedes-Benz","E-Class","E400 Hybrid","E350 Sport","e350 sport","e400","Sedan","rear wheel drive","rear wheel drive",,"","",55800,51000,302,302,26,23,4189,3825
399,2014,"Mercedes-Benz","E-Class","E400 Sport Hybrid","E350 Sport","e350 sport","e400 sport","Sedan","rear wheel drive","rear wheel drive",,"","",56700,51900,302,302,26,24,4409,4012
400,2015,"Mercedes-Benz","E-Class","E400 Sport Hybrid","E 350 Sport","e350 sport","e400 sport","Sedan","rear wheel drive","rear wheel drive",,"","",57100,52300,302,302,26,23,4255,4012
401,2016,"Nissan","Murano","Platinum","Platinum","platinum","platinum","SUV","front wheel drive","front wheel drive",,"","",42180,39180,250,260,29,24,4063,3891
402,2016,"Nissan","Murano","SL","SL","sl","sl","SUV","all wheel drive","all wheel drive",,"","",41730,38730,250,260,28,24,4145,3979
403,2016,"Nissan","Murano","Platinum","Platinum","platinum","platinum","SUV","all wheel drive","all wheel drive",,"","",43780,40780,250,260,28,24,4189,4021
404,2016,"Nissan","Murano","SL","SL","sl","sl","SUV","front wheel drive","front wheel drive",,"","",40130,37130,250,260,29,24,4021,3847
405,2014,"Nissan","Pathfinder","SV Hybrid","SV","sv","sv","SUV","four wheel drive","four wheel drive",,"","",36900,33900,250,260,26,21,4558,4312
406,2014,"Nissan","Pathfinder","Platinum Hybrid","Platinum","platinum","platinum","SUV","four wheel drive","four wheel drive",,"","",44550,41550,250,260,26,21,4714,4471
407,2014,"Nissan","Pathfinder","SL Hybrid","SL","sl","sl","SUV","front wheel drive","front wheel drive",,"","",38250,35250,250,260,26,22,4451,4205
408,2014,"Nissan","Pathfinder","SV Hybrid","SV","sv","sv","SUV","front wheel drive","front wheel drive",,"","",35300,32300,250,260,26,22,4417,4170
409,2014,"Nissan","Pathfinder","SL Hybrid","SL","sl","sl","SUV","four wheel drive","four wheel drive",,"","",39850,36850,250,260,26,21,4592,4346
410,2014,"Nissan","Pathfinder","Platinum Hybrid","Platinum","platinum","platinum","SUV","front wheel drive","front wheel drive",,"","",42950,39950,250,260,26,22,4573,4330
411,2017,"Nissan","Rogue","SL Hybrid","SL","sl","sl","SUV","all wheel drive","all wheel drive",,"","",32910,31710,176,170,33,27,3814,3627
412,2017,"Nissan","Rogue","SL Hybrid","SL","sl","sl","SUV","front wheel drive","front wheel drive",,"","",31560,30360,176,170,34,29,3693,3505
413,2017,"Nissan","Rogue","SV Hybrid","SV","sv","sv","SUV","all wheel drive","all wheel drive",,"","",27990,26990,176,170,33,27,3746,3571
414,2017,"Nissan","Rogue","SV Hybrid","SV","sv","sv","SUV","front wheel drive","front wheel drive",,"","",26640,25640,176,170,34,29,3624,3441
415,2018,"Nissan","Rogue","SV Hybrid","SV","sv","sv","SUV","front wheel drive","front wheel drive",,"","",27020,26020,176,170,34,29,3663,3488
416,2018,"Nissan","Rogue","SV Hybrid","SV","sv","sv","SUV","all wheel drive","all wheel drive",,"","",28370,27370,176,170,33,27,3784,3614
417,2018,"Nissan","Rogue","SL Hybrid","SL","sl","sl","SUV","front wheel drive","front wheel drive",,"","",32380,31180,176,170,34,29,3717,3541
418,2018,"Nissan","Rogue","SL Hybrid","SL","sl","sl","SUV","all wheel drive","all wheel drive",,"","",33730,32530,176,170,33,27,3818,3659
419,2019,"Nissan","Rogue","SV Hybrid","SV","sv","sv","SUV","all wheel drive","all wheel drive",,"","",29050,27790,176,170,33,27,3787,3614
420,2019,"Nissan","Rogue","SV Hybrid","SV","sv","sv","SUV","front wheel drive","front wheel drive",,"","",27700,26440,176,170,34,29,3666,3488
421,2012,"Porsche","Cayenne","S Hybrid","S","s","s","SUV","four wheel drive","four wheel drive",,"","",69000,65000,380,400,21,18,4938,4553
422,2013,"Porsche","Cayenne","S Hybrid","S","s","s","SUV","all wheel drive","all wheel drive",,"","",69850,65850,380,400,21,18,4938,4553
423,2014,"Porsche","Cayenne","S Hybrid","S","s","s","SUV","all wheel drive","all wheel drive",,"","",70900,66800,380,400,21,18,4938,4553
424,2014,"Subaru","Crosstrek","Hybrid","Limited","limited","basic","SUV","all wheel drive","all wheel drive",,"","",25995,24495,160,148,31,28,3451,3175
425,2015,"Subaru","Crosstrek","Hybrid","2.0i Limited PZEV","limited","basic","SUV","all wheel drive","all wheel drive",,"","",25995,24795,160,148,31,29,3451,3208
426,2016,"Subaru","Crosstrek","Hybrid","2.0i Limited PZEV","limited","basic","SUV","all wheel drive","all wheel drive",,"","",26395,25095,160,148,31,29,3451,3208
427,2026,"Subaru","Crosstrek","Limited Hybrid","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",34995,32995,194,180,36,29,3662,3349
428,2025,"Subaru","Forester","Limited Hybrid","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",41010,37695,194,180,35,29,3911,3613
429,2025,"Subaru","Forester","Sport Hybrid","Sport","sport","sport","SUV","all wheel drive","all wheel drive",,"","",39595,36105,194,180,35,28,3913,3611
430,2025,"Subaru","Forester","Touring Hybrid","Touring","touring","touring","SUV","all wheel drive","all wheel drive",,"","",43295,41595,194,180,35,28,3946,3664
431,2025,"Subaru","Forester","Premium Hybrid","Premium","premium","premium","SUV","all wheel drive","all wheel drive",,"","",36595,33385,194,180,35,29,3873,3569
432,2026,"Subaru","Forester","Limited Hybrid","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",38995,35995,194,180,35,29,3911,3613
433,2026,"Subaru","Forester","Premium Hybrid","Premium","premium","premium","SUV","all wheel drive","all wheel drive",,"","",34730,31995,194,180,35,29,3873,3569
434,2026,"Subaru","Forester","Touring Hybrid","Touring","touring","touring","SUV","all wheel drive","all wheel drive",,"","",41545,39995,194,180,35,28,3946,3664
435,2026,"Subaru","Forester","Sport Hybrid","Sport","sport","sport","SUV","all wheel drive","all wheel drive",,"","",37930,34795,194,180,35,28,3913,3611
436,2025,"Toyota","4Runner","TRD Off-Road","TRD Off-Road","trd off road","trd off road","SUV","four wheel drive","four wheel drive",,"","",52490,49690,326,278,23,21,5225,4850
437,2025,"Toyota","4Runner","TRD Off-Road Premium","TRD Off-Road Premium","trd off road premium","trd off road premium","SUV","four wheel drive","four wheel drive",,"","",58270,55470,326,278,23,21,5225,4850
438,2025,"Toyota","4Runner","Limited","Limited","limited","limited","SUV","four wheel drive","four wheel drive",,"","",60700,57900,326,278,23,21,5370,4970
439,2026,"Toyota","4Runner","Limited","Limited","limited","limited","SUV","four wheel drive","four wheel drive",,"","",61300,58500,326,278,23,21,5370,4970
440,2026,"Toyota","4Runner","TRD Off-Road Premium","TRD Off-Road Premium","trd off road premium","trd off road premium","SUV","four wheel drive","four wheel drive",,"","",58870,56070,326,278,23,21,5225,4850
441,2026,"Toyota","4Runner","TRD Off-Road","TRD Off-Road","trd off road","trd off road","SUV","four wheel drive","four wheel drive",,"","",53090,50290,326,278,23,21,5225,4850
442,2013,"Toyota","Avalon","XLE Premium","XLE Premium","xle premium","xle premium","Sedan","front wheel drive","front wheel drive",,"","",35555,33195,200,268,40,25,3594,3461
443,2013,"Toyota","Avalon","XLE Touring","XLE Touring","xle touring","xle touring","Sedan","front wheel drive","front wheel drive",,"","",37250,35500,200,268,40,24,3594,3505
444,2013,"Toyota","Avalon","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",41400,39650,200,268,40,24,3638,3538
445,2014,"Toyota","Avalon","XLE Premium","XLE Premium","xle premium","xle premium","Sedan","front wheel drive","front wheel drive",,"","",35805,33445,200,268,40,25,3594,3461
446,2014,"Toyota","Avalon","XLE Touring","XLE Touring","xle touring","xle touring","Sedan","front wheel drive","front wheel drive",,"","",37000,35250,200,268,40,24,3594,3505
447,2014,"Toyota","Avalon","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",41650,39900,200,268,40,24,3638,3538
448,2015,"Toyota","Avalon","XLE Premium","XLE Premium","xle premium","xle premium","Sedan","front wheel drive","front wheel drive",,"","",36470,34140,200,268,40,24,3638,3505
449,2015,"Toyota","Avalon","XLE Touring","XLE Touring","xle touring","xle touring","Sedan","front wheel drive","front wheel drive",,"","",37800,36080,200,268,40,24,3638,3549
450,2015,"Toyota","Avalon","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",41700,39980,200,268,40,24,3682,3583
451,2016,"Toyota","Avalon","XLE Premium","XLE Premium","xle premium","xle premium","Sedan","front wheel drive","front wheel drive",,"","",38100,35850,200,268,40,24,3594,3461
452,2016,"Toyota","Avalon","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",41950,40450,200,268,40,24,3638,3538
453,2016,"Toyota","Avalon","XLE Plus","XLE Plus","xle plus","xle plus","Sedan","front wheel drive","front wheel drive",,"","",36650,34400,200,268,40,24,3594,3461
454,2017,"Toyota","Avalon","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",42600,41100,200,268,40,24,3638,3538
455,2017,"Toyota","Avalon","XLE Premium","XLE Premium","xle premium","xle premium","Sedan","front wheel drive","front wheel drive",,"","",38750,36500,200,268,40,24,3594,3461
456,2017,"Toyota","Avalon","XLE Plus","XLE Plus","xle plus","xle plus","Sedan","front wheel drive","front wheel drive",,"","",37300,35050,200,268,40,24,3594,3461
457,2018,"Toyota","Avalon","XLE Plus","XLE Plus","xle plus","xle plus","Sedan","front wheel drive","front wheel drive",,"","",37500,35250,200,268,40,24,3594,3461
458,2018,"Toyota","Avalon","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",42800,41300,200,268,40,24,3638,3538
459,2018,"Toyota","Avalon","XLE Premium","XLE Premium","xle premium","xle premium","Sedan","front wheel drive","front wheel drive",,"","",38950,36700,200,268,40,24,3594,3461
460,2019,"Toyota","Avalon","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",36650,35650,215,301,44,26,3638,3560
461,2019,"Toyota","Avalon","XSE","XSE","xse","xse","Sedan","front wheel drive","front wheel drive",,"","",39150,38150,215,301,43,25,3671,3638
462,2019,"Toyota","Avalon","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",42950,41950,215,301,43,25,3715,3660
463,2020,"Toyota","Avalon","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",43300,42175,215,301,43,25,3715,3660
464,2020,"Toyota","Avalon","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",37000,35875,215,301,44,26,3638,3560
465,2020,"Toyota","Avalon","XSE","XSE","xse","xse","Sedan","front wheel drive","front wheel drive",,"","",39500,38375,215,301,43,25,3671,3638
466,2021,"Toyota","Avalon","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",43400,42425,215,301,43,25,3695,3695
467,2021,"Toyota","Avalon","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",37100,36125,215,301,44,26,3610,3570
468,2022,"Toyota","Avalon","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",37850,36825,215,301,44,26,3610,3570
469,2022,"Toyota","Avalon","Limited","Limited","limited","limited","Sedan","front wheel drive","front wheel drive",,"","",44150,43125,215,301,43,25,3695,3695
470,2012,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",25990,22600,200,178,41,28,3435,3190
471,2012,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",27500,24775,200,178,40,28,3525,3245
472,2013,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",27670,24855,200,178,40,28,3525,3245
473,2013,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",26140,22680,200,178,41,28,3435,3190
474,2014,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",26330,22870,200,178,41,28,3435,3215
475,2014,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",28625,25810,200,178,40,28,3525,3280
476,2015,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",29980,26150,200,178,40,28,3585,3340
477,2015,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",26790,22970,200,178,41,28,3485,3240
478,2015,"Toyota","Camry","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",27995,23840,200,178,40,28,3565,3300
479,2016,"Toyota","Camry","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",27995,23840,200,178,40,28,3565,3300
480,2016,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",26790,23070,200,178,41,28,3485,3240
481,2016,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",30140,26310,200,178,40,28,3585,3340
482,2017,"Toyota","Camry","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",27995,23840,200,178,38,27,3565,3300
483,2017,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",30140,26310,200,178,38,27,3585,3340
484,2017,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",26790,23070,200,178,40,27,3485,3240
485,2018,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",27950,24150,208,203,52,32,3472,3296
486,2018,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",32400,28600,208,203,46,32,3571,3351
487,2018,"Toyota","Camry","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",29650,25350,208,203,46,32,3549,3340
488,2019,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",32975,29175,208,203,46,32,3571,3351
489,2019,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",28400,24600,208,203,52,32,3472,3296
490,2019,"Toyota","Camry","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",30100,25800,208,203,46,32,3549,3340
491,2020,"Toyota","Camry","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",30130,26170,208,203,46,32,3549,3340
492,2020,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",32730,29455,208,203,46,31,3572,3351
493,2020,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",28430,24970,208,203,52,32,3472,3296
494,2021,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",27270,25045,208,203,52,32,3480,3310
495,2021,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",32170,29945,208,203,46,31,3580,3380
496,2021,"Toyota","Camry","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",28785,26560,208,203,46,32,3535,3340
497,2021,"Toyota","Camry","XSE","XSE","xse","xse","Sedan","front wheel drive","front wheel drive",,"","",32720,30495,208,206,46,31,3565,3425
498,2022,"Toyota","Camry","XSE","XSE","xse","xse","Sedan","front wheel drive","front wheel drive",,"","",33420,31145,208,206,46,31,3580,3425
499,2022,"Toyota","Camry","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",29515,27385,208,203,46,32,3535,3340
500,2022,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",27980,25845,208,203,52,32,3480,3310
501,2022,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",32870,30595,208,203,46,31,3565,3380
502,2023,"Toyota","Camry","XSE","XSE","xse","xse","Sedan","front wheel drive","front wheel drive",,"","",34095,31620,208,206,46,31,3580,3425
503,2023,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",28655,26320,208,203,52,32,3480,3310
504,2023,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",33545,31070,208,203,46,31,3565,3380
505,2023,"Toyota","Camry","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",30190,27860,208,203,46,32,3535,3340
506,2024,"Toyota","Camry","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",28855,26420,208,203,52,32,3480,3310
507,2024,"Toyota","Camry","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",30390,27960,208,203,46,32,3535,3340
508,2024,"Toyota","Camry","XLE","XLE","xle","xle","Sedan","front wheel drive","front wheel drive",,"","",33745,31170,208,203,46,31,3565,3380
509,2024,"Toyota","Camry","XSE","XSE","xse","xse","Sedan","front wheel drive","front wheel drive",,"","",34295,31720,208,206,46,31,3580,3425
510,2020,"Toyota","Corolla","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",23100,20050,121,139,52,33,2850,2955
511,2021,"Toyota","Corolla","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",23600,20475,121,139,52,33,2850,2955
512,2022,"Toyota","Corolla","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",24050,20875,121,139,52,33,2850,2955
513,2023,"Toyota","Corolla","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",23050,21700,134,169,50,35,2850,2955
514,2023,"Toyota","Corolla","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",25490,24140,134,169,47,34,2850,3110
515,2024,"Toyota","Corolla","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",23500,22050,138,169,50,35,2850,2955
516,2024,"Toyota","Corolla","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",25940,24490,138,169,47,34,3140,3110
517,2024,"Toyota","Corolla","Nightshade","Nightshade","nightshade","nightshade","Sedan","front wheel drive","front wheel drive",,"","",26940,25490,138,169,47,34,3140,3110
518,2025,"Toyota","Corolla","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",23825,22325,138,169,47,35,2850,2955
519,2025,"Toyota","Corolla","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",26265,24765,138,169,47,34,3140,3110
520,2026,"Toyota","Corolla","LE","LE","le","le","Sedan","front wheel drive","front wheel drive",,"","",24975,23125,138,169,50,35,2850,2955
521,2026,"Toyota","Corolla","SE","SE","se","se","Sedan","front wheel drive","front wheel drive",,"","",27415,25565,138,169,47,34,3140,3110
522,2023,"Toyota","Corolla Cross","S","L","l","s","SUV","all wheel drive","all wheel drive",,"","",27970,24910,196,169,42,30,3395,3295
523,2023,"Toyota","Corolla Cross","SE","LE","le","se","SUV","all wheel drive","all wheel drive",,"","",29290,27240,196,169,42,30,3385,3285
524,2023,"Toyota","Corolla Cross","XSE","XLE","xle","xse","SUV","all wheel drive","all wheel drive",,"","",31065,29015,196,169,42,30,3430,3325
525,2024,"Toyota","Corolla Cross","XSE","XLE","xle","xse","SUV","all wheel drive","all wheel drive",,"","",31405,29385,196,169,42,30,3430,3325
526,2024,"Toyota","Corolla Cross","S","L","l","s","SUV","all wheel drive","all wheel drive",,"","",28220,25160,196,169,42,30,3395,3295
527,2024,"Toyota","Corolla Cross","SE","LE","le","se","SUV","all wheel drive","all wheel drive",,"","",29540,27490,196,169,42,30,3385,3285
528,2025,"Toyota","Corolla Cross","S","L","l","s","SUV","all wheel drive","all wheel drive",,"","",28495,25435,196,169,42,30,3340,3274
529,2025,"Toyota","Corolla Cross","SE","LE","le","se","SUV","all wheel drive","all wheel drive",,"","",29815,27765,196,169,42,30,3329,3263
530,2025,"Toyota","Corolla Cross","XSE","XLE","xle","xse","SUV","all wheel drive","all wheel drive",,"","",31680,29660,196,169,42,30,3373,3296
531,2026,"Toyota","Corolla Cross","XSE","XLE","xle","xse","SUV","all wheel drive","all wheel drive",,"","",33430,31410,196,169,42,30,3373,3296
532,2026,"Toyota","Corolla Cross","S","L","l","s","SUV","all wheel drive","all wheel drive",,"","",29395,26335,196,169,42,30,3340,3274
533,2026,"Toyota","Corolla Cross","SE","LE","le","se","SUV","all wheel drive","all wheel drive",,"","",30715,28665,196,169,42,30,3329,3263
534,2024,"Toyota","Grand Highlander","XLE","XLE","xle","xle","SUV","front wheel drive","front wheel drive",,"","",45020,43320,245,265,36,24,4455,4300
535,2024,"Toyota","Grand Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",46620,44920,245,265,34,23,4575,4455
536,2024,"Toyota","Grand Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",51410,49710,245,265,34,22,4710,4575
537,2025,"Toyota","Grand Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",51710,49960,245,265,34,22,4620,4485
538,2025,"Toyota","Grand Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",46980,45230,245,265,34,23,4565,4440
539,2025,"Toyota","Grand Highlander","XLE","XLE","xle","xle","SUV","front wheel drive","front wheel drive",,"","",45380,43630,245,265,36,24,4465,4290
540,2025,"Toyota","Grand Highlander","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",44210,42460,245,265,36,23,4565,4440
541,2026,"Toyota","Grand Highlander","XLE","XLE","xle","xle","SUV","front wheel drive","front wheel drive",,"","",46380,44630,245,265,36,24,4465,4290
542,2026,"Toyota","Grand Highlander","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",45210,43460,245,265,34,23,4565,4440
543,2026,"Toyota","Grand Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",47980,46230,245,265,34,23,4565,4440
544,2026,"Toyota","Grand Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",52710,50960,245,265,34,22,4620,4485
545,2012,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",44370,37195,280,270,28,19,4762,4464
546,2013,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",46370,39400,280,270,28,19,4762,4464
547,2014,"Toyota","Highlander","Limited Platinum","Limited Platinum","limited platinum","limited platinum","SUV","all wheel drive","all wheel drive",,"","",49790,43590,280,270,28,20,4861,4509
548,2014,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",47300,41100,280,270,28,20,4861,4509
549,2015,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",47850,41650,280,270,28,20,4861,4508
550,2015,"Toyota","Highlander","Limited Platinum","Limited Platinum","limited platinum","limited platinum","SUV","all wheel drive","all wheel drive",,"","",50340,44140,280,270,28,20,4861,4508
551,2016,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",47870,42375,280,270,28,20,4861,4508
552,2016,"Toyota","Highlander","Limited Platinum","Limited Platinum","limited platinum","limited platinum","SUV","all wheel drive","all wheel drive",,"","",50485,44990,280,270,28,20,4861,4508
553,2017,"Toyota","Highlander","Limited Platinum","Limited Platinum","limited platinum","limited platinum","SUV","all wheel drive","all wheel drive",,"","",47880,46260,306,295,28,22,4965,4508
554,2017,"Toyota","Highlander","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",36270,34140,306,295,29,23,4825,4398
555,2017,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",41330,39980,306,295,28,22,4910,4464
556,2017,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",44760,43140,306,295,28,22,4965,4508
557,2018,"Toyota","Highlander","Limited","Limited","limited","limited","SUV","all wheel drive","all wheel drive",,"","",45360,43740,306,295,28,22,4861,4508
558,2018,"Toyota","Highlander","Limited Platinum","Limited Platinum","limited platinum","limited platinum","SUV","all wheel drive","all wheel drive",,"","",48480,46860,306,295,28,22,4861,4508
559,2018,"Toyota","Highlander","XLE","XLE","xle","xle","SUV","all wheel drive","all wheel drive",,"","",41930,40580,306,295,28,22,4464,4464
560,2018,"Toyota","Highlander","LE","LE","le","le","SUV","all wheel drive","all wheel drive",,"","",36870,34740,306,295,29,22,4398,4398
